gvanrossum,644181671739293696,".@karnauskas Yes, pip is on by default: https://t.co/p4UbgFn0wK",karnauskas,https://docs.python.org/3/whatsnew/3.4.html#whatsnew-pep-453
gvanrossum,644181125523505152,"@Pallenda No, I specifically wanted to show what's new in previous Python 3 versions as well. You can click on the 3.5 link yourself. :-)",Pallenda,
gvanrossum,644179572544663552,"@tarek_ziade That would be asyncio, especially with \"async def\" and \"await\" in Python 3.5.",tarek_ziade,
gvanrossum,644168369575325696,Why is Python 3 better than Python 2? Start reading here: https://t.co/JGtln1J0Jf,,https://docs.python.org/3/whatsnew/index.html
gvanrossum,643841273191796736,.@aosabook Thanks so much @jessejiryudavis for writing such a great intro to asyncio given my puny 500 lines example!,"aosabook,jessejiryudavis",
gvanrossum,643840399329529856,RT @aosabook: Learn about coroutines from @jessejiryudavis and @gvanrossum in the newest \"500 Lines or Less\" early access chapter: http://t…,"aosabook,jessejiryudavis,gvanrossum",http://aosabook.org/blog/2015/09/early-access-release-of-a-web-crawler-with-asyncio-coroutines/
gvanrossum,643648710727983104,"Whoa, Python is ahead of PHP on the Tiobe index now?! :-)",,
gvanrossum,643260321545633793,"Yeah, so Python 3.5.0 is really out! https://t.co/OvHQb2PDPx Thanks all Python core contributors!",,https://www.python.org/downloads/release/python-350/
gvanrossum,642348111419961344,@gerardusjanssen Kan ik niet lezen -- Blendle will er geld voor. :-(,gerardusjanssen,
gvanrossum,641826055410454528,@ramalhoorg That's a little premature... It's a proposal and a lot of details would need to come together. Read python-ideas for more.,ramalhoorg,
gvanrossum,641825600949256192,@RadicalEd Maybe start here?,RadicalEd,
gvanrossum,641070363149860864,Python 3.5rc3 released: https://t.co/BEDJRcIK2Q Thanks Larry Hastings and everyone on the core Python team!,,https://mail.python.org/pipermail/python-list/2015-September/696221.html
gvanrossum,639455077682450433,"@TCWCodeWorkshop Sorry, too many interview requests lately. Busy.",TCWCodeWorkshop,
gvanrossum,639088000698220548,Bruce Eckel announces he's going to write Atomic Python: http://t.co/2RYDGAgfts,,http://bruceeckel.github.io/2015/08/29/what-i-do/
gvanrossum,636719998027730944,"@Gevuldmethoog The rumors of C's death have been greatly exaggerated. For C, a release three years ago feels like it was yesterday!",Gevuldmethoog,
gvanrossum,636615224603205632,(The trouble with) DST explained visually: https://t.co/2PRsSpS1Rn; discussion: https://t.co/YPZflZjNaj,,"https://www.dropbox.com/s/ptx58d9zkd7m4vj/2015-08-26%2010.28.38.jpg,https://mail.python.org/pipermail/datetime-sig/2015-August/000520.html"
gvanrossum,636303711497682944,@_01100001011100 Check out mobile-sig@python.org archives.,_01100001011100,
gvanrossum,636280113638739968,"Also, Python 3.5 rc 2 is out: https://t.co/S60O37dtXG",,https://www.python.org/downloads/release/python-350rc2/
gvanrossum,636279572938428416,"If you're building extensions for Python 3.5 on Windows, read this: http://t.co/Z8k8TCIQLi",,http://stevedower.id.au/blog/building-for-python-3-5/
gvanrossum,636201118050029568,.@pawel_szmajda That's more a question for @ThePSF .,"pawel_szmajda,ThePSF",
gvanrossum,635515185348804608,@n770 This fell through the cracks in the rush up to 3.5 beta 1. But please bring it up on python-ideas.,n770,
gvanrossum,634783522834784256,@friedcell I don't know why.,friedcell,
gvanrossum,634397395552354304,@CWInl @arjanvandermeij Ik denk dat het nog niet bestaat. https://t.co/9dWP5AogEp ziet er slecht uit. Vertaal http://t.co/W7DAYUg1X0 ?,"CWInl,arjanvandermeij","https://www.google.com/search?q=python+boek+nederlands,http://python4kids.net/"
gvanrossum,633656051200450560,@MatiasCelasco What people do is use __ as throwaway variable.,MatiasCelasco,
gvanrossum,633655397908287488,@tarah Just email guido at python dot org.,tarah,
gvanrossum,633377777824083968,"Given a graph with 10K-1M nodes, what interactive visualisation tool would you use? (I want to browse a large import graph.)",,
gvanrossum,632918773196976128,@russnelson @harrydord Tell me how in the future a laptop can charge from USB?,"russnelson,harrydord",
gvanrossum,632702246875041792,"@rsms I heard and saw sparks and smelled it too, when I first plugged it into 220V, in Amsterdam. Then I stopped experimenting. :-)",rsms,
gvanrossum,632673508598792192,.@harrydord Honestly surge protectors seem a typical American scam. You never see them in Europe.,harrydord,
gvanrossum,632643344791826432,@mhalligan Well this was the whole family.,mhalligan,
gvanrossum,632641559737954304,@georgyo @mhenstell But with surge protectors?,"georgyo,mhenstell",
gvanrossum,632641340614938624,".@harrydord I have 8 different devices, 8 different chargers, all rated 110-240 V, all US plugs. (Most non-USB.)",harrydord,
gvanrossum,632624581358981121,Pro tip: don't plug a US power strip with surge protection into a European power socket.,,
gvanrossum,631377287775191040,@Gevuldmethoog @zoresvit Interesting question. Software is never complete -- when it stops evolving it is dead.,"Gevuldmethoog,zoresvit",
gvanrossum,631353747566891009,"@zoresvit We can't change it, since surely some code would break. Maybe delete it in Python 4.0. :-)",zoresvit,
gvanrossum,631337861174947840,@zoresvit See the docs: https://t.co/tQRh9eZ3SC,zoresvit,https://docs.python.org/3.5/library/os.path.html?highlight=commonprefix#os.path.commonprefix
gvanrossum,631133407054065664,"Hey, Python 3.5 rc1 is out!! https://t.co/b8Z3GdKTgA",,https://www.python.org/download/releases/3.5.0rc1/
gvanrossum,630814705775349760,"@edward_ribeiro I'm unlikely to find time, and I'm not really into a conference circuit of any sort. Sorry to disappoint.",edward_ribeiro,
gvanrossum,630721528032849920,"@edward_ribeiro Sorry, I've seen too much travel already.",edward_ribeiro,
gvanrossum,630353932427087872,"@neceros @raymondh Honestly I have no idea, I don't follow Python books too closely...","neceros,raymondh",
gvanrossum,627557682493411333,@dr_josiah I wrote several editors before Python; James Gosling wrote an Emacs clone before Java. Have you designed a language yet?,dr_josiah,
gvanrossum,626751973090529280,@RegnerBA Gotta watch it with the sarcasm.,RegnerBA,
gvanrossum,626688584943300608,"@RegnerBA @MissPhilbin @pycharm Regner, have you tried PyCharm in a classroom? What age / level?","RegnerBA,MissPhilbin,pycharm",
gvanrossum,626299032307171329,@jaseemabid What's EAFP? I think here APBP applies. :-),jaseemabid,
gvanrossum,624919906547437569,Bye bye Bilbao. #Europython #ep2015 http://t.co/Tnaq6tmuMl,,
gvanrossum,624620762389819392,".@russnelson IIUC when we say UTC we really mean POSIX timestamps, which ignore leap seconds (IMO that's good).",russnelson,
gvanrossum,624610558306717697,To the person who cornered me about datetime at #europython: https://t.co/hEU9aI2nYF,,https://hg.python.org/peps/rev/52a33f783dcb
gvanrossum,624488910899544064,"Bye #europuthon, it's been great fun!",,
gvanrossum,624229729068040192,@stewartwatkiss I don't understand -- what is \"Readme reimagined\"?,stewartwatkiss,
gvanrossum,624229471852306432,Reports of the GIL's death have been greatly exaggerated.,,
gvanrossum,644181671739293696,".@karnauskas Yes, pip is on by default: https://t.co/p4UbgFn0wK",karnauskas,https://docs.python.org/3/whatsnew/3.4.html#whatsnew-pep-453
gvanrossum,644181125523505152,"@Pallenda No, I specifically wanted to show what's new in previous Python 3 versions as well. You can click on the 3.5 link yourself. :-)",Pallenda,
gvanrossum,644179572544663552,"@tarek_ziade That would be asyncio, especially with \"async def\" and \"await\" in Python 3.5.",tarek_ziade,
gvanrossum,644168369575325696,Why is Python 3 better than Python 2? Start reading here: https://t.co/JGtln1J0Jf,,https://docs.python.org/3/whatsnew/index.html
gvanrossum,643841273191796736,.@aosabook Thanks so much @jessejiryudavis for writing such a great intro to asyncio given my puny 500 lines example!,"aosabook,jessejiryudavis",
gvanrossum,643840399329529856,RT @aosabook: Learn about coroutines from @jessejiryudavis and @gvanrossum in the newest \"500 Lines or Less\" early access chapter: http://t…,"aosabook,jessejiryudavis,gvanrossum",http://aosabook.org/blog/2015/09/early-access-release-of-a-web-crawler-with-asyncio-coroutines/
gvanrossum,643648710727983104,"Whoa, Python is ahead of PHP on the Tiobe index now?! :-)",,
gvanrossum,643260321545633793,"Yeah, so Python 3.5.0 is really out! https://t.co/OvHQb2PDPx Thanks all Python core contributors!",,https://www.python.org/downloads/release/python-350/
gvanrossum,642348111419961344,@gerardusjanssen Kan ik niet lezen -- Blendle will er geld voor. :-(,gerardusjanssen,
gvanrossum,641826055410454528,@ramalhoorg That's a little premature... It's a proposal and a lot of details would need to come together. Read python-ideas for more.,ramalhoorg,
gvanrossum,641825600949256192,@RadicalEd Maybe start here?,RadicalEd,
gvanrossum,641070363149860864,Python 3.5rc3 released: https://t.co/BEDJRcIK2Q Thanks Larry Hastings and everyone on the core Python team!,,https://mail.python.org/pipermail/python-list/2015-September/696221.html
gvanrossum,639455077682450433,"@TCWCodeWorkshop Sorry, too many interview requests lately. Busy.",TCWCodeWorkshop,
gvanrossum,639088000698220548,Bruce Eckel announces he's going to write Atomic Python: http://t.co/2RYDGAgfts,,http://bruceeckel.github.io/2015/08/29/what-i-do/
gvanrossum,636719998027730944,"@Gevuldmethoog The rumors of C's death have been greatly exaggerated. For C, a release three years ago feels like it was yesterday!",Gevuldmethoog,
gvanrossum,636615224603205632,(The trouble with) DST explained visually: https://t.co/2PRsSpS1Rn; discussion: https://t.co/YPZflZjNaj,,"https://www.dropbox.com/s/ptx58d9zkd7m4vj/2015-08-26%2010.28.38.jpg,https://mail.python.org/pipermail/datetime-sig/2015-August/000520.html"
gvanrossum,636303711497682944,@_01100001011100 Check out mobile-sig@python.org archives.,_01100001011100,
gvanrossum,636280113638739968,"Also, Python 3.5 rc 2 is out: https://t.co/S60O37dtXG",,https://www.python.org/downloads/release/python-350rc2/
gvanrossum,636279572938428416,"If you're building extensions for Python 3.5 on Windows, read this: http://t.co/Z8k8TCIQLi",,http://stevedower.id.au/blog/building-for-python-3-5/
gvanrossum,636201118050029568,.@pawel_szmajda That's more a question for @ThePSF .,"pawel_szmajda,ThePSF",
gvanrossum,635515185348804608,@n770 This fell through the cracks in the rush up to 3.5 beta 1. But please bring it up on python-ideas.,n770,
gvanrossum,634783522834784256,@friedcell I don't know why.,friedcell,
gvanrossum,634397395552354304,@CWInl @arjanvandermeij Ik denk dat het nog niet bestaat. https://t.co/9dWP5AogEp ziet er slecht uit. Vertaal http://t.co/W7DAYUg1X0 ?,"CWInl,arjanvandermeij","https://www.google.com/search?q=python+boek+nederlands,http://python4kids.net/"
gvanrossum,633656051200450560,@MatiasCelasco What people do is use __ as throwaway variable.,MatiasCelasco,
gvanrossum,633655397908287488,@tarah Just email guido at python dot org.,tarah,
gvanrossum,633377777824083968,"Given a graph with 10K-1M nodes, what interactive visualisation tool would you use? (I want to browse a large import graph.)",,
gvanrossum,632918773196976128,@russnelson @harrydord Tell me how in the future a laptop can charge from USB?,"russnelson,harrydord",
gvanrossum,632702246875041792,"@rsms I heard and saw sparks and smelled it too, when I first plugged it into 220V, in Amsterdam. Then I stopped experimenting. :-)",rsms,
gvanrossum,632673508598792192,.@harrydord Honestly surge protectors seem a typical American scam. You never see them in Europe.,harrydord,
gvanrossum,632643344791826432,@mhalligan Well this was the whole family.,mhalligan,
gvanrossum,632641559737954304,@georgyo @mhenstell But with surge protectors?,"georgyo,mhenstell",
gvanrossum,632641340614938624,".@harrydord I have 8 different devices, 8 different chargers, all rated 110-240 V, all US plugs. (Most non-USB.)",harrydord,
gvanrossum,632624581358981121,Pro tip: don't plug a US power strip with surge protection into a European power socket.,,
gvanrossum,631377287775191040,@Gevuldmethoog @zoresvit Interesting question. Software is never complete -- when it stops evolving it is dead.,"Gevuldmethoog,zoresvit",
gvanrossum,631353747566891009,"@zoresvit We can't change it, since surely some code would break. Maybe delete it in Python 4.0. :-)",zoresvit,
gvanrossum,631337861174947840,@zoresvit See the docs: https://t.co/tQRh9eZ3SC,zoresvit,https://docs.python.org/3.5/library/os.path.html?highlight=commonprefix#os.path.commonprefix
gvanrossum,631133407054065664,"Hey, Python 3.5 rc1 is out!! https://t.co/b8Z3GdKTgA",,https://www.python.org/download/releases/3.5.0rc1/
gvanrossum,630814705775349760,"@edward_ribeiro I'm unlikely to find time, and I'm not really into a conference circuit of any sort. Sorry to disappoint.",edward_ribeiro,
gvanrossum,630721528032849920,"@edward_ribeiro Sorry, I've seen too much travel already.",edward_ribeiro,
gvanrossum,630353932427087872,"@neceros @raymondh Honestly I have no idea, I don't follow Python books too closely...","neceros,raymondh",
gvanrossum,627557682493411333,@dr_josiah I wrote several editors before Python; James Gosling wrote an Emacs clone before Java. Have you designed a language yet?,dr_josiah,
gvanrossum,626751973090529280,@RegnerBA Gotta watch it with the sarcasm.,RegnerBA,
gvanrossum,626688584943300608,"@RegnerBA @MissPhilbin @pycharm Regner, have you tried PyCharm in a classroom? What age / level?","RegnerBA,MissPhilbin,pycharm",
gvanrossum,626299032307171329,@jaseemabid What's EAFP? I think here APBP applies. :-),jaseemabid,
gvanrossum,624919906547437569,Bye bye Bilbao. #Europython #ep2015 http://t.co/Tnaq6tmuMl,,
gvanrossum,624620762389819392,".@russnelson IIUC when we say UTC we really mean POSIX timestamps, which ignore leap seconds (IMO that's good).",russnelson,
gvanrossum,624610558306717697,To the person who cornered me about datetime at #europython: https://t.co/hEU9aI2nYF,,https://hg.python.org/peps/rev/52a33f783dcb
gvanrossum,624488910899544064,"Bye #europuthon, it's been great fun!",,
gvanrossum,624229729068040192,@stewartwatkiss I don't understand -- what is \"Readme reimagined\"?,stewartwatkiss,
gvanrossum,624229471852306432,Reports of the GIL's death have been greatly exaggerated.,,
karnauskas,644465980551380992,"RT @_Ninji: it took me a while, but I finally installed #iOS9. Looks pretty promising, I think http://t.co/yKXz4eheLG",_Ninji,
karnauskas,644465514408906752,@mjg59 so true,mjg59,
karnauskas,644465436709519360,RT @KarenMartinOpEx: Amen to this. @barryoreilly at #gotoldn http://t.co/xUVdNOxNU8,"KarenMartinOpEx,barryoreilly",
karnauskas,644450224564510720,If your git commit can't reach prod - remove those blockers.,,
karnauskas,644448412000198656,RT @KarenMartinOpEx: Per @adriancolyer at #gotoldn. http://t.co/knSXnHfahE,"KarenMartinOpEx,adriancolyer",
karnauskas,644443945745973250,"@ContinoUK Oh cool, is source code available?",ContinoUK,
karnauskas,644294740163342336,RT @omarghabra: An Arab-looking man of Syrian descent in a garage w/his accomplice building what appears to be a bomb. Arrest them. http://…,omarghabra,
karnauskas,644242996473524224,@rbranson marketing..,rbranson,
karnauskas,644241810311761921,@majorhayden and teacher lost job after false call to the police?,majorhayden,
karnauskas,644190111236792320,"Some things are broken all the time, just some companies speak about it others don't",,
Pallenda,644277124476436480,RT @iamdevloper: The greatest trick the devil ever pulled was creating “Reply All”.,iamdevloper,
Pallenda,644188911321894912,@gvanrossum Ahh cool. With 3.5 just released I just wondered. :-),gvanrossum,
Pallenda,644173320330547200,@gvanrossum maybe you meant to post this link?: https://t.co/0ag0Ee1b5Y that also has the 3.5 stuff.,gvanrossum,https://docs.python.org/3.5/whatsnew/index.html
Pallenda,643577533330550784,RT @feliciaday: Really interesting: \"A Video-Game Algorithm to Solve Online Abuse\" http://t.co/bh7z0huPZQ,feliciaday,http://www.technologyreview.com/news/541151/a-video-game-algorithm-to-solve-online-abuse/
Pallenda,643450643227803648,.@Pallenda https://t.co/D2XLR6rnOr,Pallenda,https://www.youtube.com/watch?v=BySYsDNZuDk
Pallenda,643448796698025984,#MadMaxFuryRoad The music as they enter the sand storm still gives me the goosebumps https://t.co/OAJHDL4Dey,,https://www.youtube.com/watch?v=NmLMVkqsd14&feature=youtu.be&t=210
Pallenda,643336297986322432,@PaulTassi its right after global WCS finals. People and tournaments need time to shift to LOTV before 2016 season starts. :),PaulTassi,
Pallenda,642277150733828096,\"Floppy disks are like Jesus - they died to become the icon of saving\",,
Pallenda,641738758719713280,@paniq LOL that is brilliant!,paniq,
Pallenda,641738682425319424,"RT @paniq: \"oh, and one more thing...\" http://t.co/UgNlDLz7sX http://t.co/hEGvDHyBG8",paniq,http://hijinksensue.com/comic/surface-tension/
tarek_ziade,644433996378697728,RT @SimonSapin: Je vais donner une présentation \"Met du Rust dans ton Python\" à http://t.co/NlDUZjcZcc: https://t.co/ED1WjgeUbV,SimonSapin,"http://pytong.org,https://twitter.com/magopian/status/644424452915097601"
tarek_ziade,644235771881373696,"RT @Techmeme: EFF project \"Let's Encrypt\", with Mozilla and Cisco, releases its first free HTTPS certificate http://t.co/O7Gpa1xKa0 http://…",Techmeme,"http://www.engadget.com/2015/09/15/lets-encrypt-first-certificate/,http://www.techmeme.com/150915/p11#a150915p11"
tarek_ziade,644207196079849472,\"I am the Terrorist\" \"t. e. r. r. o. r. ist !\" - https://t.co/28n3HcouDU http://t.co/ikltNMmrHN,,https://www.youtube.com/watch?v=OD2gAjFtZ1A
tarek_ziade,644205615615725568,@aryxnet haha yeah this guy. Running at 20km/h for 2k is quite a challenge for normal humans :),aryxnet,
tarek_ziade,644201627151433728,@areskib not those where you were invited to a party though ;),areskib,
tarek_ziade,644201378294956032,@aryxnet there's a guy famous for doing exactly that. I can't recall his name ...,aryxnet,
tarek_ziade,644183485293461504,Sorry I could not resist doing this. #berlinmarathon2015 http://t.co/SwL2jXAQ98,,
tarek_ziade,644173942824009729,11 days. onze. :] #berlinmarathon2015,,
tarek_ziade,644169486338232320,@gvanrossum what's your favorite Python 3 feature ?,gvanrossum,
tarek_ziade,644168341209395201,@ChristianHeimes nice!  blitzortung has a live map too (dynamic map tab) http://t.co/0259A4XAQW,ChristianHeimes,http://www.blitzortung.org/Webpages/index.php?lang=en&page=1
aosabook,643841851317977088,RT @gvanrossum: .@aosabook Thanks so much @jessejiryudavis for writing such a great intro to asyncio given my puny 500 lines example!,"gvanrossum,aosabook,jessejiryudavis",
aosabook,643836819323416580,Learn about coroutines from @jessejiryudavis and @gvanrossum in the newest \"500 Lines or Less\" early access chapter: http://t.co/6VsJOK4faH,"jessejiryudavis,gvanrossum",http://aosabook.org/blog/2015/09/early-access-release-of-a-web-crawler-with-asyncio-coroutines/
aosabook,641293861780766720,"We've released our 2nd 500lines early access chapter, a web spreadsheet by longtime AOSA contributor @audreyt. Enjoy! http://t.co/6dBtDExmj2",audreyt,http://aosabook.org/blog/2015/09/early-access-release-of-audrey-tangs-web-spreadsheet-chapter/
aosabook,638849368464863232,@nadrimajstor @nedbat This paragraph does seem like a reiteration of what was already said earlier. Will remove it.,"nadrimajstor,nedbat",
aosabook,638731585303392258,"Want early access to \"500 Lines or Less\"? We're releasing one chapter per week, starting today with @nedbat's. See: http://t.co/2HLBOcXCWZ",nedbat,http://aosabook.org/blog/2015/09/500-lines-or-less-early-access-web-release/
aosabook,624685019953524736,RT @gvwilson: You do software engineering research? Cool - now GO AND READ THIS. http://t.co/zyTw1xIeiq,gvwilson,http://exple.tive.org/blarg/2015/07/24/hostage-situation/
